Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2016-11-04T00:00:00Z,Cash,Festivals,Diwali,firecracker,50.0,Expense,INR
2016-11-03T00:00:00Z,Cash,Food,Grocery,butter + frozen vatana+ 9 pan,240.0,Expense,INR
2016-11-03T00:00:00Z,Saving Bank account 1,Other,,cake + Happy Birthday letters,470.0,Expense,INR
2016-11-03T00:00:00Z,Saving Bank account 1,Health,Medicine,medicine,700.0,Expense,INR
2016-11-03T00:00:00Z,Saving Bank account 1,Bonus,,Diwali gift,1500.0,Income,INR
2016-11-02T00:00:00Z,Cash,Grooming,Saloon,cutting + shaving,80.0,Expense,INR
2016-11-01T00:00:00Z,Cash,Festivals,Diwali,firecracker,450.0,Expense,INR
2016-11-01T00:00:00Z,Cash,Food,fruits,mosambi 1kg,50.0,Expense,INR
2016-11-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-11-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-10-31T07:36:35Z,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR
2016-10-30T15:03:18Z,Saving Bank account 1,Salary,,From workplace ,56647.0,Income,INR
2016-10-28T07:19:00Z,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR
2016-10-28T07:19:00Z,Cash,Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR
2016-10-27T13:57:56Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-10-27T13:57:56Z,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,INR
2016-10-27T13:57:56Z,Cash,Food,Grocery,mehndi,25.0,Expense,INR
2016-10-27T10:40:00Z,Cash,Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR
2016-10-26T13:58:49Z,Saving Bank account 1,Health,Medicine,,617.0,Expense,INR
2016-10-25T18:55:33Z,Cash,Food,snacks,egg roll,25.0,Expense,INR
2016-10-24T08:17:38Z,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR
2016-10-22T20:24:10Z,Cash,Food,Grocery,Khari,35.0,Expense,INR
2016-10-22T20:23:46Z,Cash,Food,Eating out,pav vada,20.0,Expense,INR
2016-10-17T17:30:26Z,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR
2016-10-15T10:31:22Z,Saving Bank account 1,Food,Grocery,,430.0,Expense,INR
2016-10-14T11:58:20Z,Saving Bank account 1,Food,Grocery,sugar + biscuits,120.0,Expense,INR
2016-10-13T14:23:49Z,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
2016-10-12T00:00:00Z,Saving Bank account 1,Food,Grocery,coconut,150.0,Expense,INR
2016-10-10T00:00:00Z,Cash,Food,Grocery,apple half kg+ mixer repair+flowers,100.0,Expense,INR
2016-10-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-10-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-10-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-10-09T00:00:00Z,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
2016-10-09T00:00:00Z,Saving Bank account 1,Health,Medicine,,40.0,Expense,INR
2016-10-09T00:00:00Z,Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,80.0,Expense,INR
2016-10-09T00:00:00Z,Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90.0,Expense,INR
2016-10-08T00:00:00Z,Saving Bank account 1,Beauty,grooming,razor,174.0,Expense,INR
2016-10-07T00:00:00Z,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR
2016-10-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-10-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-10-01T00:00:00Z,Cash,Festivals,Navratri,vargini,200.0,Expense,INR
2016-10-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-10-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-09-30T06:28:02Z,Saving Bank account 1,Interest,,interest paid,835.0,Income,INR
2016-09-30T06:28:02Z,Saving Bank account 1,Salary,,From workplace ,58058.0,Income,INR
2016-09-28T07:32:36Z,Cash,Other,,flour mill,32.0,Expense,INR
2016-09-19T15:35:24Z,Cash,Food,Milk,,33.0,Expense,INR
2016-09-15T06:52:09Z,Cash,Food,Grocery,chocobar+milk+chips,95.0,Expense,INR
2016-09-14T13:24:08Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-09-14T10:13:24Z,Saving Bank account 1,Family,gift,baggit purse,437.0,Expense,INR
2016-09-13T09:48:13Z,Cash,Food,snacks,brownie,70.0,Expense,INR
2016-09-13T09:48:13Z,Saving Bank account 1,Food,Eating out,riverdine date,845.0,Expense,INR
2016-09-12T00:00:00Z,Cash,Food,Grocery,bread,35.0,Expense,INR
2016-09-12T00:00:00Z,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-09-12T00:00:00Z,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20.0,Expense,INR
2016-09-11T00:00:00Z,Cash,Food,Grocery,badishop,70.0,Expense,INR
2016-09-11T00:00:00Z,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-09-11T00:00:00Z,Cash,Transportation,auto,meghdoot to plaza,20.0,Expense,INR
2016-09-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-09-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-09-09T00:00:00Z,Cash,Food,Milk,1lit buffalo milk,70.0,Expense,INR
2016-09-08T00:00:00Z,Saving Bank account 1,Food,beverage,cold coffee,30.0,Expense,INR
2016-09-08T00:00:00Z,Cash,Food,Grocery,bread,20.0,Expense,INR
2016-09-08T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-09-07T00:00:00Z,Cash,Food,Eggs,1 dozen,72.0,Expense,INR
2016-09-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-09-06T00:00:00Z,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,598.5,Expense,INR
2016-09-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-09-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-09-01T00:00:00Z,Saving Bank account 1,Transportation,Travels,Place 2 to mum,750.0,Expense,INR
2016-09-01T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-09-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-09-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-08-31T15:47:44Z,Saving Bank account 1,Salary,,From workplace ,63894.0,Income,INR
2016-08-29T11:41:25Z,Cash,Festivals,Ganesh Pujan,Ganesh idol,361.0,Expense,INR
2016-08-29T10:48:48Z,Cash,Household,Kitchen,boric powder,40.0,Expense,INR
2016-08-29T10:48:20Z,Saving Bank account 1,Household,Toiletries,lizol,98.0,Expense,INR
2016-08-24T07:38:04Z,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-23T17:25:23Z,Saving Bank account 1,Family,Pocket money,,2000.0,Expense,INR
2016-08-22T13:22:05Z,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-21T08:54:35Z,Cash,Other,,earphones,100.0,Expense,INR
2016-08-18T14:19:25Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-08-14T16:13:29Z,Cash,Other,,pens,5.0,Expense,INR
2016-08-14T16:12:49Z,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2016-08-11T00:00:00Z,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-08-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-08-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-08-09T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-08-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-08-07T00:00:00Z,Saving Bank account 1,Family,exam fee,PET Psychology,750.0,Expense,INR
2016-08-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-08-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2016-08-04T00:00:00Z,Saving Bank account 1,Family,misc,ipad cover,260.0,Expense,INR
2016-08-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-08-01T00:00:00Z,Saving Bank account 1,Money transfer,,,15000.0,Expense,INR
2016-07-31T18:51:58Z,Saving Bank account 1,Salary,,From workplace ,51556.0,Income,INR
2016-07-31T18:50:51Z,Cash,Other,,frame for specs,250.0,Expense,INR
2016-07-25T10:48:49Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-07-21T16:33:04Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-07-20T07:03:14Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
2016-07-13T10:21:25Z,Cash,Health,Medicine,citrizen + crocine,10.0,Expense,INR
2016-07-12T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-07-12T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-07-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-07-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-07-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-07-05T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-07-04T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-07-01T00:00:00Z,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599.0,Expense,INR
2016-07-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-07-01T00:00:00Z,Saving Bank account 1,Money transfer,,,15000.0,Expense,INR
2016-06-30T11:40:50Z,Saving Bank account 1,Interest,,interest paid,740.0,Income,INR
2016-06-30T11:40:50Z,Saving Bank account 1,Other,,pan card application,106.9,Expense,INR
2016-06-30T08:20:12Z,Saving Bank account 1,Salary,,From workplace ,51544.0,Income,INR
2016-06-27T17:09:47Z,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR
2016-06-27T10:10:57Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-06-23T12:02:39Z,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR
2016-06-22T11:20:48Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR
2016-06-20T22:19:27Z,Saving Bank account 1,Food,snacks,icecream,140.0,Expense,INR
2016-06-19T18:49:52Z,Saving Bank account 1,Food,Grocery,grocery,600.0,Expense,INR
2016-06-19T17:10:49Z,Saving Bank account 1,Family,exam fee,Family exam form,905.0,Expense,INR
2016-06-18T19:45:05Z,Cash,Other,,flour mill,38.0,Expense,INR
2016-06-12T00:00:00Z,Cash,Food,Eggs,,84.0,Expense,INR
2016-06-12T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-06-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-06-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-06-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-06-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-06-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-06-05T00:00:00Z,Cash,Food,Grocery,biscuits + medicine,68.0,Expense,INR
2016-06-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-06-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-06-01T00:00:00Z,Cash,Food,Water,1 Jar,25.0,Expense,INR
2016-05-31T09:55:09Z,Saving Bank account 1,Salary,,From workplace ,51556.0,Income,INR
2016-05-31T09:51:36Z,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR
2016-05-30T12:46:40Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-05-29T19:16:49Z,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR
2016-05-22T11:13:40Z,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120.0,Expense,INR
2016-05-22T11:13:40Z,Cash,Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR
2016-05-19T09:21:46Z,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR
2016-05-17T21:59:19Z,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-05-17T12:34:38Z,Cash,Other,,Aadhar mobile number and email id updated,100.0,Expense,INR
2016-05-16T20:48:29Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-05-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-05-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-05-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-05-06T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-05-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-05-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-05-03T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-05-02T00:00:00Z,Cash,Other,,flour mill,25.0,Expense,INR
2016-05-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-05-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-04-30T21:58:43Z,Saving Bank account 1,Salary,,From workplace ,51562.45,Income,INR
2016-04-28T22:24:09Z,Saving Bank account 1,subscription,Hotstar,subscription,299.0,Expense,INR
2016-04-26T08:30:54Z,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR
2016-04-24T22:10:32Z,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-04-20T10:27:48Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-04-16T21:24:04Z,Cash,Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR
2016-04-15T07:04:48Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-04-12T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-04-12T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-04-11T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-04-11T00:00:00Z,Saving Bank account 1,Food,Grocery,,1279.0,Expense,INR
2016-04-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-04-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-04-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-04-03T00:00:00Z,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300.0,Expense,INR
2016-04-02T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-04-02T00:00:00Z,Cash,Food,beverage,rasna orange,20.0,Expense,INR
2016-04-02T00:00:00Z,Cash,Transportation,auto,LB road to Permanent Residence,50.0,Expense,INR
2016-04-02T00:00:00Z,Cash,Other,,jeevan drop,30.0,Expense,INR
2016-04-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-04-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-03-31T10:25:01Z,Saving Bank account 1,Salary,,From workplace ,70806.0,Income,INR
2016-03-29T05:35:43Z,Cash,Other,,owalni,100.0,Expense,INR
2016-03-28T15:20:05Z,Saving Bank account 1,Other,,hit spray(99)+biscuits+mask,159.0,Expense,INR
2016-03-22T14:53:55Z,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-03-21T04:26:41Z,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR
2016-03-20T12:05:32Z,Cash,Food,Grocery,sambhar masala,35.0,Expense,INR
2016-03-20T12:05:13Z,Cash,Other,,print out,5.0,Expense,INR
2016-03-16T12:44:04Z,Saving Bank account 1,Gift,,Ganesh murthi,80.0,Expense,INR
2016-03-15T17:08:31Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-03-11T00:00:00Z,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,INR
2016-03-11T00:00:00Z,Cash,Other,,watch repair,250.0,Expense,INR
2016-03-11T00:00:00Z,Cash,Education,School supplies,Gel pens,20.0,Expense,INR
2016-03-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-03-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-03-08T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-03-06T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-03-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-03-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-03-02T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-02-28T19:38:39Z,Saving Bank account 1,Food,snacks,biscuits,70.0,Expense,INR
2016-02-28T10:08:09Z,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2016-02-28T10:08:09Z,Saving Bank account 1,Food,snacks, pedhe,100.0,Expense,INR
2016-02-28T10:07:55Z,Cash,Other,,flour mill,11.0,Expense,INR
2016-02-27T07:49:16Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-27T07:49:16Z,Cash,Other,,moscuito racket,250.0,Expense,INR
2016-02-27T07:49:16Z,Saving Bank account 1,Food,snacks, pedhe,50.0,Expense,INR
2016-02-26T20:26:07Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-02-26T20:25:51Z,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR
2016-02-24T06:35:18Z,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-02-22T21:02:42Z,Cash,Food,snacks,5star (2)+munch(2),40.0,Expense,INR
2016-02-22T09:05:19Z,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-02-20T19:45:27Z,Cash,Food,Grocery,biscuits,85.0,Expense,INR
2016-02-14T21:35:26Z,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR
2016-02-13T11:14:46Z,Cash,Transportation,auto,within city,40.0,Expense,INR
2016-02-13T11:14:46Z,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80.0,Expense,INR
2016-02-10T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-02-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-02-08T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-02-08T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-07T00:00:00Z,Cash,Food,Grocery,,160.0,Expense,INR
2016-02-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-02-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-02-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-01-31T11:19:58Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-01-31T11:17:24Z,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR
2016-01-26T19:46:26Z,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-01-22T09:58:13Z,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-01-13T12:06:57Z,Saving Bank account 1,Other,,wedding gift,45000.0,Income,INR
2016-01-12T00:00:00Z,Cash,Apparel,Footwear,slippers,200.0,Expense,INR
2016-01-11T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-01-11T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-01-10T00:00:00Z,Cash,Household,Kitchen,chalk for ants,15.0,Expense,INR
2016-01-09T00:00:00Z,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-01-08T00:00:00Z,Saving Bank account 1,Other,,laptop table,1994.0,Expense,INR
2016-01-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
2016-01-05T00:00:00Z,Saving Bank account 1,Investment,RD,,1000.0,Expense,INR
2016-01-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
2016-01-05T00:00:00Z,Cash,Food,,cake,350.0,Expense,INR
2016-01-05T00:00:00Z,Cash,Transportation,auto,grandparents to Permanent Residence,30.0,Expense,INR
2016-01-01T00:00:00Z,Cash,Food,,Everest pav bhaji masala,35.0,Expense,INR
2016-01-01T00:00:00Z,Saving Bank account 1,Investment,Public Provident Fund,,10000.0,Expense,INR
2016-01-01T00:00:00Z,Saving Bank account 1,Money transfer,,,10000.0,Expense,INR
2016-01-01T00:00:00Z,Saving Bank account 1,Food,,Amul butter 100gm(4 pcs),192.0,Expense,INR
2015-12-31T17:00:32Z,Cash,Food,,cake + balloon (150)+caps(50+40),540.0,Expense,INR
2015-12-31T16:56:24Z,Saving Bank account 1,Salary,,From workplace ,77335.0,Income,INR
2015-12-30T17:31:33Z,Cash,Food,,cake advance,100.0,Expense,INR
2015-12-30T17:30:28Z,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR
2015-12-26T23:53:57Z,Cash,Other,,flour mill,28.0,Expense,INR
2015-12-26T07:27:26Z,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR
2015-12-25T17:24:50Z,Saving Bank account 1,Apparel,Footwear,sliper,270.0,Expense,INR
2015-12-25T17:24:24Z,Cash,Household,Kitchen,dustbin bags,50.0,Expense,INR
2015-12-21T23:18:19Z,Saving Bank account 1,Other,,kindle unlimited,169.0,Expense,INR
2015-12-20T09:08:55Z,Saving Bank account 1,Gift,,secret Santa - diary,465.0,Expense,INR
2015-12-19T22:28:38Z,Cash,Food,Eggs,,80.0,Expense,INR
2015-12-19T21:14:02Z,Saving Bank account 1,Health,Medicine,hand sanitizer,220.0,Expense,INR
2015-12-19T14:20:11Z,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235.0,Expense,INR
2015-12-12T00:00:00Z,Saving Bank account 1,Transportation,auto,within city,50.0,Expense,INR
2015-12-11T00:00:00Z,Cash,Transportation,auto,station to Permanent Residence,100.0,Expense,INR
2015-12-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,,1000.0,Expense,INR
2015-12-10T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
2015-12-08T00:00:00Z,Cash,Other,,flour mill,28.0,Expense,INR
2015-12-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-12-05T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
2015-12-05T00:00:00Z,Cash,Food,snacks,Cadbury 2 + chips 2,90.0,Expense,INR
2015-12-05T00:00:00Z,Cash,Other,,petrol,200.0,Expense,INR
2015-12-05T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
2015-12-02T00:00:00Z,Cash,Apparel,Footwear,Kolhapuri chappal,325.0,Expense,INR
2015-12-01T00:00:00Z,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773.0,Expense,INR
2015-12-01T00:00:00Z,Cash,Food,Eggs,,84.0,Expense,INR
2015-12-01T00:00:00Z,Saving Bank account 1,Money transfer,,,50000.0,Expense,INR
2015-12-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Expense,INR
2015-12-01T00:00:00Z,Saving Bank account 1,Gift,,to Family,1024.0,Expense,INR
2015-11-30T11:30:45Z,Saving Bank account 1,Salary,,From workplace ,49806.0,Income,INR
2015-11-29T09:27:52Z,Cash,Transportation,auto,,50.0,Expense,INR
2015-11-29T09:27:52Z,Cash,Transportation,auto,,30.0,Expense,INR
2015-11-29T09:27:52Z,Cash,Transportation,auto,,40.0,Expense,INR
2015-11-27T16:25:01Z,Cash,Food,snacks,egg roll,25.0,Expense,INR
2015-11-26T06:51:26Z,Saving Bank account 1,Other,,audible subscription,199.0,Expense,INR
2015-11-21T21:40:52Z,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251.0,Expense,INR
2015-11-21T21:39:44Z,Cash,Food,Eggs,1 dozen,84.0,Expense,INR
2015-11-15T19:52:41Z,Saving Bank account 1,Bonus,,Diwali gift,1500.0,Income,INR
2015-11-14T21:38:16Z,Cash,Other,,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,INR
2015-11-12T00:00:00Z,Cash,Food,Eating out,egg roll,25.0,Expense,INR
2015-11-10T00:00:00Z,Saving Bank account 1,Recurring Deposit,,,1000.0,Expense,INR
2015-11-10T00:00:00Z,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-11-07T00:00:00Z,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
2015-11-07T00:00:00Z,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251.0,Expense,INR
